Group,x,y,t,s
O,-17.46689565,296.5909287,0,0
M,17.24065844,-276.4659779,0,1
P,-29.06592652,172.923469,0,0
P,33.39220388,176.2185956,1,1
O,-8.55857528,335.7176887,0,1
N,17.54142336,-126.4282116,1,0
M,26.46976796,-203.2775804,0,1
P,47.7948769,-85.11103612,1,1
M,26.8706168,-328.3753817,0,0
O,-13.98851446,281.8044528,0,0
O,-10.19078926,339.9175752,0,1
N,26.57984729,-272.1168878,0,0
O,-16.6501544,94.41195086,0,1
P,30.99179262,-146.7130736,1,1
M,24.3128641,-353.1203973,0,1
O,5.203086843,360.7817367,0,1
N,16.45446361,-303.9667197,0,1
N,2.430892809,-129.1041959,0,0
M,25.76416718,-269.2611383,0,1
O,-17.54599947,112.6983124,0,0
O,10.96955783,243.7731402,0,1
M,4.827287884,-355.5862348,0,1
P,4.389455654,-142.8249747,1,1
O,-6.553687684,249.245009,0,0
M,28.56598239,-536.4874401,0,1
O,-11.14711578,293.6065682,0,0
O,-6.067492935,243.0027895,0,0
P,36.23664502,-182.720288,0,0
O,-13.14979556,271.5823124,0,0
N,34.92699788,-557.2224647,0,1
P,26.37353833,-149.5064929,1,0
N,-0.823523047,-426.2076001,0,1
M,9.330544401,-489.1885187,0,0
M,20.57383937,-351.933836,0,1
N,-3.883569021,-197.5626798,1,1
M,10.92913239,-191.6330777,0,1
P,26.43136673,-210.5055676,1,1
P,-1.696629345,88.5914931,1,1
M,30.09151739,-391.2015802,0,1
M,14.93250287,-98.42459557,0,1
O,-9.333255219,318.1339992,0,1
N,24.63094466,-296.1974264,0,1
O,-25.16323768,-126.7644844,0,1
O,-2.724590391,304.3122536,0,1
O,-11.52023867,110.3571428,0,0
N,47.34414497,-318.3484032,0,0
P,17.87183557,24.38853945,1,0
N,22.7644347,-437.3579739,0,1
P,27.40521334,-104.8205871,1,1
P,34.36564327,29.13744702,1,1
N,6.698927665,-144.967598,0,1
O,3.985454466,201.8669082,0,0
O,-2.734302326,362.6887282,0,0
M,17.15748408,-98.53749221,0,1
M,3.136472137,-287.9119957,0,0
O,10.90824796,429.2691677,0,0
O,9.65087128,465.3441152,0,0
P,-21.90844768,-37.40834132,1,1
O,-10.46950308,85.80970353,0,1
M,32.42096151,9.053921212,0,1
P,-30.96765426,-3.437467459,1,1
O,-7.484641118,179.7781917,0,0
N,19.35935525,-446.6157922,0,0
N,13.45444167,-394.4083918,0,1
N,9.392812292,-512.324019,0,0
N,16.34965162,-246.8688713,0,1
M,1.443442052,72.03326425,0,0
O,5.963783178,124.1370254,0,0
O,-14.8591903,134.9338798,0,0
P,-2.669114139,206.0029377,1,1
O,2.881276758,379.7526179,0,1
O,-4.454989632,112.1848817,0,0
O,-6.803783406,195.1439753,0,0
P,-37.03005483,-250.0145023,1,1
N,25.36069592,-573.3324732,0,0
O,-5.602033173,354.1110652,0,1
N,48.63239088,-444.7473598,0,0
M,19.03936648,-140.9622869,0,1
O,-4.969871969,143.9462489,0,0
P,17.87101232,150.8054544,1,0
O,13.01418713,90.01121064,0,0
P,43.63461093,-362.1206685,0,1
M,23.92993874,-306.4862879,0,0
M,24.40832258,-281.856066,0,0
P,43.5059976,-1.085371108,1,1
N,18.16101196,-330.7695815,0,1
O,-22.57099518,190.1030628,0,0
O,-33.23426667,93.09652668,0,0
N,39.66144729,-312.8837756,0,0
P,-9.79612609,27.99976062,1,1
M,22.1616168,-319.7989832,0,1
P,24.51863457,143.8899532,0,0
O,-11.00338509,4.754872464,0,1
M,13.09867407,-502.7087462,0,0
M,13.59740135,-212.1461208,0,0
O,-2.268665199,474.1453874,0,1
P,1.778363706,12.33052158,1,1
O,2.702848479,417.3875312,0,1
M,33.02783449,-208.8705138,0,0
M,17.04650279,-290.6290741,0,0
N,19.07710029,-140.2905788,0,0
P,13.90589234,159.4134372,1,0
O,-33.84892225,106.5670771,0,1
O,-24.37183599,214.3827041,0,1
M,19.04935758,-167.7009145,0,1
N,25.6887,-426.6669817,0,0
O,-22.7949423,174.5633215,0,0
M,18.63369146,-263.4826864,0,1
M,10.67035444,-281.855796,0,1
P,32.31213423,-145.8612502,1,1
O,4.449435013,250.4702213,0,0
O,-15.6155324,379.615364,0,1
M,0.966599716,-214.8799762,0,1
M,28.88064908,-312.6294432,0,1
N,13.08224713,59.30026291,0,1
P,-13.0104367,-121.1404965,1,1
N,28.22952212,-454.7745566,1,0
O,-13.31666672,303.453648,0,0
P,62.77862429,-164.2007692,1,1
P,17.49597609,-164.1893718,1,1
O,-38.41577891,-63.59858705,0,1
M,6.301831369,-254.9802183,0,1
O,13.28694263,493.7816951,0,0
N,5.093314432,-434.6296727,1,0
P,21.77182204,153.981722,0,1
P,-4.534789927,101.6259918,1,0
O,1.332094685,345.857475,0,1
N,37.49586775,-318.9882708,0,0
N,37.19940576,-349.2507035,0,1
O,-9.539303973,187.4089909,0,1
O,-15.88354461,332.4336927,0,1
N,41.70303176,-586.4079886,0,1
P,47.42338726,-122.2875579,1,1
O,-10.17694111,205.9838403,0,0
M,13.68962271,-97.53247739,0,0
M,11.5866629,36.04527211,0,0
O,-9.248777034,54.37686538,0,0
M,25.53332634,-337.2906852,0,1
M,19.61293413,-231.2338944,0,0
O,-9.401202713,130.6645712,0,1
O,-10.6368024,103.3607477,0,0
P,54.94986736,-65.13559677,1,0
M,5.459011369,-195.723297,0,1
N,34.5459684,-438.6499842,0,1
N,24.68834963,-82.90198189,0,0
O,-30.99961328,166.7792843,0,0
M,23.64942595,-291.2288417,0,0
P,19.65954526,-367.4324574,1,1
N,54.61214479,-650.7284155,0,1
P,22.70073114,12.84884101,1,0
M,14.21604983,-107.0010026,0,1
O,-21.51214569,-15.37412098,0,0
P,17.78279361,-258.4353515,1,0
N,37.09154744,-330.4012319,0,1
P,23.68600646,-210.0662646,1,0
N,39.63208217,-312.8418643,0,1
O,10.39604137,349.9139421,0,1
M,2.617161088,-140.0560259,0,0
O,-19.38889394,4.466187534,0,1
P,-34.94284238,-271.3828457,1,1
O,-14.78529992,148.1666476,0,0
N,15.93245731,-358.0559245,0,0
M,-2.376773035,-55.83372561,0,0
N,37.76040128,-400.5519079,0,0
N,35.54958956,-301.5897882,0,0
N,22.37110639,-368.4784862,0,1
O,-15.99152315,251.7270238,0,0
M,11.40095466,-349.0331051,0,0
M,2.73697479,-294.0272086,0,0
N,16.29981715,-629.7315474,0,1
P,11.06182584,-193.9904039,1,0
N,7.353563921,-342.49712,0,1
P,-2.135506536,-194.1584076,1,0
N,12.27178128,-393.2010968,0,0
O,3.395872755,318.9829954,0,0
N,33.32253679,-438.8435985,0,0
P,19.42721804,-206.2301136,0,0
M,41.07898885,-559.4604314,0,0
M,20.40286017,-458.2611007,0,0
O,2.258807163,344.142654,1,1
M,13.00133714,-62.50166959,0,0
M,1.725158019,-248.0539857,0,1
O,-4.697136097,249.8066709,0,1
O,-10.21762103,244.4821731,0,0
M,10.97675721,-152.5148364,0,0
P,11.36970629,195.5182658,1,1
N,2.185135453,-158.8480276,0,0
M,11.04259381,-382.847009,0,1
M,-9.513659756,-357.4611683,0,0
N,12.0730683,-225.3194593,0,0
M,8.518477699,-121.9100889,0,0
O,-2.46415962,198.9048578,0,1
N,10.15513072,-311.8953062,1,1
N,-13.78598653,-288.4071191,0,1
M,-0.104726734,-288.9583136,0,1
N,8.698329533,-66.76036002,0,1
O,-24.23745432,32.65735241,1,0
M,18.35111177,-327.3021611,0,1
M,8.064761273,-311.1859474,0,1
M,21.31600091,-300.4001494,0,1
P,50.4637958,-117.0407799,1,0
N,51.43881847,-320.7558895,0,0
O,6.723634436,60.32605729,1,1
P,-39.25336309,-95.90084397,1,1
N,35.75409494,-426.3692409,0,1
O,-12.87113648,184.4415333,0,1
P,26.94492682,-150.3839116,1,1
M,9.579656955,-177.5875445,0,0
N,1.173864795,-353.5438772,0,0
N,34.96424929,-259.5749811,0,0
O,-10.10878033,95.59627751,0,1
P,33.17942694,35.84964708,1,0
O,-8.992629227,148.8739422,0,1
O,-27.82572672,83.64792338,0,1
M,1.795355888,-159.5969483,0,0
N,4.929393545,-325.7209625,0,0
M,27.75908387,-140.6874613,0,1
O,-3.413301584,-93.54246275,0,1
O,-16.66808127,292.0670698,0,1
M,14.81376272,-75.98142678,0,0
P,38.61279982,116.0529981,1,1
N,27.61339595,-187.408526,0,1
M,29.39727687,-266.6265084,0,0
N,14.64156734,-134.7784955,0,1
N,22.79165359,-386.9192535,0,1
P,-5.833838394,-10.40541377,1,0
M,11.54352706,-286.0823833,1,1
M,12.6928103,-237.7711194,0,1
O,-20.06571608,406.0445121,0,1
O,-15.32069237,319.5902507,0,1
O,-1.808561656,194.2852776,0,0
M,11.67209892,-75.42095047,0,1
O,-2.729265834,381.560044,0,0
O,7.10643064,38.25058795,0,1
O,-10.90869325,263.8210245,0,0
P,-9.659665525,-68.87990384,1,0
N,47.779063,-417.6320205,0,0
N,20.09133419,-517.0069177,0,1
P,-15.29345807,-109.253762,0,0
P,-9.193273041,129.6331109,1,1
O,-14.2651919,260.1825506,0,1
N,9.73272075,-302.222332,0,0
P,14.21376471,-226.4322577,1,1
N,26.14972144,-260.1763505,0,0
P,-1.744843095,-169.0576655,1,0
N,15.73138235,-264.4028384,0,1
P,2.347762703,70.0822657,0,0
M,16.19149733,-358.0300463,0,1
P,64.07603929,-298.4325286,1,1
P,-3.596883726,-144.5081255,1,0
N,44.51949776,-324.7158057,0,0
M,18.1411316,-364.5923619,0,0
P,41.17326823,-169.7556431,1,1
P,35.26815664,-186.1069561,1,0
N,17.51275472,-50.20110196,0,1
N,6.356034526,-339.9919286,0,1
P,28.98131317,12.30841633,1,1
O,-23.16087993,16.97578616,0,0
M,11.45219283,-188.6580352,0,0
M,5.463971455,-357.6284691,0,1
O,-18.21126974,-172.7389516,0,1
O,6.324053532,165.0878553,0,1
N,19.21252277,-309.764886,1,0
M,21.40432734,-157.746683,0,0
O,-1.293849916,256.6042856,0,0
O,0.271648849,411.0106016,0,1
O,-4.508081799,415.1127698,0,0
N,22.75081055,82.62214124,0,0
N,31.954794,-271.2253683,0,0
N,13.02907055,-316.0689928,0,0
M,36.32560972,-198.2658638,0,0
N,9.181747707,-233.40332,0,0
P,23.34245783,-179.4215721,1,0
N,16.13100546,-285.9553637,0,1
P,4.384762204,26.9171758,1,1
P,28.23867891,64.46860766,0,0
O,-10.25465904,417.0124331,0,1
P,29.57837636,-10.53362427,1,1
O,-13.68811632,302.8585042,0,0
P,-12.19826137,-109.5999483,1,1
O,-10.25128601,71.34990612,0,0
O,-21.05500692,100.5173287,0,0
P,72.9022283,-118.710929,0,0
P,71.40472287,-134.8713724,0,0
O,-1.930547862,177.0956878,0,0
M,16.98991668,-419.7116979,0,1
M,14.3372553,-343.4071086,0,1
P,-1.741204338,59.75798534,0,1
P,53.52685331,-115.1437416,1,0
M,13.73312394,-418.2551007,0,1
P,10.78058139,-195.4945168,0,1
O,-6.279588488,343.1254183,0,1
O,-0.409536309,98.68457527,0,0
N,7.863880591,-493.4851083,0,0
N,14.42750104,-263.6975385,0,0
O,-7.183515134,125.3351526,0,0
N,-7.238249754,-236.3132534,0,0
O,-5.061457002,69.91975173,0,0
N,9.320804882,-400.7603316,0,0
P,-15.14842087,45.12111598,1,1
O,-9.459518903,135.8370298,0,1
N,11.67119161,-217.0105411,0,0
M,25.12875819,-246.9694017,1,1
P,19.21327159,-146.8657089,1,1
P,48.86628166,118.362692,1,1
M,12.67931906,-147.9872438,0,1
P,2.843695044,-246.6112357,1,0
N,31.67665531,-267.7182176,0,0
P,13.78529354,-44.88215079,1,1
P,33.09108448,-389.0602554,0,0
P,-27.42350653,22.24028016,0,0
P,10.16607624,-142.0535922,1,1
P,-11.22945509,-103.3735129,1,1
O,-11.41495804,258.0541323,0,1
N,18.50803426,-129.8723769,0,0
M,25.64596166,-256.5423008,0,0
M,26.34538276,-379.716746,0,1
M,16.11643771,-350.9854236,0,0
M,26.61737725,-345.9547091,0,0
O,-13.82678685,178.3352897,0,0
N,9.945276785,-203.8748737,0,1
N,19.33997863,-253.9458658,0,1
M,2.898381998,-178.5286854,0,0
M,13.67511278,-131.9648443,0,1
O,-13.53807321,244.592669,0,0
P,27.90855169,6.657743106,1,1
O,-14.24165972,310.1614206,0,0
O,-6.727993869,161.9995616,0,1
N,19.57644393,-541.3027128,0,0
O,-16.24293577,148.3992588,0,0
N,21.43434174,-10.83279796,0,1
N,18.15921571,-293.8476516,0,1
P,16.1635832,-107.9813039,0,1
P,27.98677558,-50.33704622,0,0
N,43.51384051,-309.8302239,0,0
O,-13.65601789,346.6417604,0,0
O,-18.75148557,384.6972013,0,0
N,16.4310546,-278.3545164,0,0
M,9.958789636,-281.2432053,0,0
O,-6.13981772,217.4139466,0,0
P,-11.22482722,-34.38831828,1,1
N,14.6474711,-480.6466372,0,0
P,17.83904409,-79.02995496,1,1
M,8.959838372,-280.6752112,0,1
P,4.342523039,-3.594868494,0,1
N,11.96520289,-296.2518818,0,0
M,18.14024182,-239.5305661,0,0
O,-8.808209814,82.5911625,0,0
P,12.76555,101.9319413,1,1
N,20.55454531,-366.4241005,0,0
M,14.90209012,-277.0500254,0,1
O,-2.787695144,162.5684284,0,0
N,13.93010299,-316.6000241,0,0
M,32.16170225,-683.9575394,1,1
P,1.766230373,85.72093937,0,1
M,17.75161091,-337.2452133,0,1
N,16.53299229,-403.6387117,0,0
M,20.56578961,-229.2590307,0,1
P,27.65209961,-14.09102432,1,1
N,24.84630347,-297.808845,0,0
O,-7.58301907,81.16489655,0,1
M,33.52788559,-275.0766609,0,1
P,-24.20509803,-248.6186287,0,0
P,43.3134721,-78.80266373,1,1
M,13.42987008,-255.9232387,0,0
P,-2.355402167,20.08250405,1,0
O,-16.06589465,330.9904281,0,0
N,16.12219015,-250.5633815,0,1
P,9.068573773,-56.15724742,1,1
P,-44.50679927,74.64749868,1,0
N,36.3107885,-163.3777666,1,0
O,-25.56720969,190.9294615,0,0
P,-42.81127317,2.413916726,0,0
N,13.41866862,-41.15938309,0,0
N,13.28565079,-225.0081969,0,1
M,25.92463435,-469.3910774,0,0
M,40.39319484,-401.4801069,0,0
N,1.0301259,-102.280014,0,1
M,5.507105969,-514.2667448,0,1
O,-27.17884426,-156.2680079,0,0
O,-6.302373998,292.0663948,0,0
O,-6.932538432,115.5107052,0,0
M,24.54487471,-300.4418356,0,0
M,12.64248142,-209.091302,0,1
P,-20.51313355,111.0493287,1,1
O,-7.267324355,394.3005252,0,0
P,28.29558012,-135.9141081,0,0
M,7.216776892,-382.3756886,0,1
O,15.65560228,432.3194379,0,1
M,31.45061249,-234.4116624,0,0
N,13.02785863,-256.7460258,0,0
O,7.473502242,320.17575,0,0
M,4.713057319,-366.111123,0,1
M,17.21276831,-73.3253644,0,0
M,21.30928902,-312.3847662,0,0
N,51.72562317,-373.1421892,0,0
P,27.79175828,-93.58406106,1,0
M,-0.672122666,-152.7029894,0,0
O,9.5984107,370.2941814,0,1
P,30.42408806,-34.33101952,1,1
M,15.29090705,-427.7271779,0,1
M,42.50298947,-548.8457895,0,1
M,19.52305106,-358.2061782,0,0
P,-8.060840454,14.29979364,0,1
O,1.610845495,96.2482549,0,0
P,8.339695276,89.03322359,0,0
M,27.58055574,-351.3280308,0,0
M,6.023890723,-234.9389198,0,1
M,-1.215684337,-393.4270837,0,0
N,35.01607727,-492.7223726,0,1
O,-1.414759589,262.511752,0,1
M,7.534550364,-285.205508,0,0
P,-67.16728929,-23.81014665,0,0
O,-11.78159559,53.38917336,0,1
O,-20.65363207,284.6367599,0,1
O,-9.997234771,180.68473,0,1
N,46.64433744,-353.5776194,0,0
N,24.87499859,-298.8923545,0,0
M,30.88998797,-311.1672836,0,0
O,-2.760129728,327.717893,0,0
P,4.67228806,-292.1894741,1,1
N,17.31869335,-308.7047132,0,1
N,4.9829112,-92.7735528,0,0
O,-7.856043582,-27.16699045,0,1
O,-15.91544539,131.0342089,0,0
N,22.55812167,-182.8914101,0,0
N,39.23533786,-338.3767171,0,0
O,-11.98910349,125.5444187,0,1
P,-12.03367974,-73.28602692,1,1
M,6.427267209,-380.1037102,0,0
M,22.47572089,-402.3633537,0,0
P,9.98413679,-265.5794107,1,1
M,16.27714248,-359.1673062,0,1
P,-11.38620872,-1.580414901,0,0
N,11.22291574,-207.5650268,0,0
N,18.2017153,-138.7611799,0,1
O,-2.980328145,301.6984857,0,1
M,18.70832773,-156.3781167,0,1
O,-13.66742857,-8.767739143,0,1
O,-0.212191492,359.674441,0,1
O,-10.18060008,-83.18390644,0,1
M,21.25072733,-240.9426129,0,0
M,6.113503829,-294.8021974,0,0
N,36.18835118,-221.0259618,0,1
M,0.232828527,-111.5132743,0,1
M,36.18228425,-266.7452274,0,1
N,51.4350185,-626.9774169,0,1
P,19.68989115,-334.7899431,0,0
P,42.91191996,-303.9243569,0,1
P,3.812820709,-77.66610833,1,0
O,-34.49769406,-9.121052875,0,0
M,28.70667128,-297.7289034,0,1
O,-13.45308848,296.0162684,0,1
O,-7.58648163,355.7457969,1,0
P,8.611780925,-5.217899713,1,1
O,5.867323508,66.19675769,0,1
N,15.79604192,-538.7920873,0,1
P,29.01688803,202.2612535,0,1
M,21.11331804,-479.7238803,0,0
M,33.34247232,-304.0649882,0,1
M,10.36210083,-315.4361107,0,1
O,-34.27286033,53.18841083,0,1
O,6.31745549,432.0645006,0,0
N,11.64386272,-232.7303493,0,0
P,52.97692394,-139.2633135,0,0
P,25.62403543,-154.0907714,1,0
M,-5.610590053,-222.0430775,0,0
P,-3.710273017,-210.8235602,1,1
M,24.5708481,-566.9362778,0,1
M,25.53030071,-139.3705391,0,1
M,28.05642267,-401.1310508,0,1
N,21.63047072,-399.8991303,0,1
P,7.510444477,20.19832351,1,1
N,11.40313222,-467.3351933,0,0
O,-5.861833602,134.7624764,0,1
O,-14.39825008,252.555881,0,0
P,-13.25183745,-75.17989084,0,0
M,16.5630656,-419.2146709,0,1
M,17.44137601,-426.4971157,0,1
O,-20.10344104,132.2417147,0,0
M,19.51197218,-307.0060715,0,1
M,9.591986243,-323.3973831,0,1
P,0.716235,-88.79239321,0,1
M,-8.23998254,-350.6535395,0,0
M,5.04458507,-390.5307111,0,1
O,-14.51750939,128.8862494,0,0
M,31.81737051,-438.5548796,0,0
N,-3.219575826,-300.232248,0,0
N,24.65731814,-527.9566497,0,1
P,18.31090458,166.062358,0,1
M,18.82334355,-251.0851748,0,0
O,-13.85555295,152.9743874,0,0
M,10.9784274,-473.9543407,0,0
O,14.79537327,418.0978466,0,0
M,10.61754119,-329.4330529,0,0
N,-2.60738435,-100.2748031,0,1
P,-14.51915585,-250.4117426,1,0
N,19.48369995,-349.4998985,1,0
M,20.47204232,-223.9651952,0,0
P,39.56044339,13.45226923,1,1
P,3.738574192,-208.2597809,1,1
P,9.37143316,-123.0148023,1,0
O,-9.627014036,337.5600038,0,1
P,32.55449455,-125.6216123,1,0
M,27.13501983,-259.7788842,0,0
N,-0.117740648,-105.713249,0,0
M,12.95738454,-377.2811985,0,0
N,21.08160225,-163.5479685,0,0
N,27.29399291,-235.6395825,0,0
N,11.79654685,-70.43839937,0,1
M,34.28764005,-373.9559414,0,0
O,-11.99326133,247.3998615,0,1
P,8.589620015,-30.73627194,1,1
O,-27.53135124,62.26427896,0,1
O,-9.047307542,146.9907765,0,1
N,20.61268299,-142.7766697,0,1
N,39.72567819,-462.1544544,0,0
O,-3.254400659,325.0722868,0,1
P,41.8485169,-203.8555839,1,1
P,3.705946904,-382.967955,1,1
P,-33.46574579,-141.1533833,0,1
M,7.047043487,-473.8365169,0,1
N,-2.500790159,-205.3614241,0,0
P,18.51699175,-226.0368689,1,1
M,17.9114284,-292.8098968,0,0
P,6.339269984,45.09253711,1,0
O,-6.560979195,241.150799,0,1
M,7.39004599,-450.6172774,0,0
P,15.8163372,72.36525173,1,0
P,21.00934301,59.34764543,1,1
P,-6.207455476,-406.1877786,1,1
N,30.9925479,-419.0833687,0,1
P,24.67597993,10.86964177,1,1
P,32.29880646,-169.5933826,1,0
M,19.96715306,-235.1666024,0,1
O,-23.31024492,-133.5460665,0,1
P,-28.86455745,-115.7478663,1,0
P,-35.69435514,-6.772143376,1,1
M,17.44916797,-394.7363358,0,1
O,-37.38219627,97.71725,0,1
N,39.44697452,-124.8385872,0,0
O,-4.462339824,164.4959603,0,0
N,22.70160819,-283.1484641,0,1
N,15.93356487,-267.0926606,0,0
P,-21.41901804,-192.8048042,1,1
N,0.522930159,-207.582875,0,1
P,-40.16212773,-43.85470275,1,0
N,17.97062107,-31.59529338,0,1
M,22.13480166,-164.0963415,0,1
O,13.00569929,567.6149536,0,0
N,30.89237154,-56.90164997,0,1
O,-18.20365396,-79.34795802,0,1
O,1.549693148,313.0625395,0,0
P,32.41182428,60.59046213,1,0
P,4.809273702,-93.24006007,1,0
M,15.97063912,-442.9426694,0,1
P,-24.90465561,40.32504421,1,0
N,27.88118358,-317.7299857,0,0
O,-3.921171497,223.8482297,0,1
O,-23.05862921,-46.85284652,0,0
M,23.41463348,-440.8258637,0,1
M,23.14152435,-419.4003809,0,1
O,-8.139064591,146.7783683,0,0
P,-14.71358899,287.7840164,1,1
O,6.137354471,363.4754271,0,0
M,22.23069873,-318.0286571,0,0
O,-11.3431096,10.86084977,0,1
P,20.63394192,-146.0813666,1,1
O,-14.64327635,281.2154973,0,1
O,-9.585251028,227.5037591,0,0
N,33.12456742,-56.12612303,0,0
P,2.337365142,-250.1544485,1,1
M,6.124431819,-283.8459459,0,0
O,-6.633220205,213.9872616,0,1
P,-44.12228236,-36.37596515,1,1
P,23.82278423,101.0722087,1,1
N,21.80807301,-438.4623411,0,1
O,-14.66895639,-42.62165863,0,1
P,-4.559806658,-14.4697829,1,1
M,41.41584247,-531.6316535,0,0
M,17.8502331,7.156598471,0,1
O,-7.781372355,209.788589,0,0
O,-15.4775683,52.41666003,0,1
M,9.38968535,-403.4276471,0,1
M,3.352522045,-316.0967587,0,1
N,16.25990084,-270.8279886,0,1
P,22.65738391,-272.3381391,1,0
M,17.82645303,-254.6148811,0,0
P,-9.021272609,-149.0635337,1,1
N,13.68417739,-425.3391335,0,0
O,-4.702033601,131.0498745,0,1
N,34.30029493,-412.4015145,0,1
M,16.90305721,-268.7858995,0,1
O,-19.49180714,-91.54400088,0,0
M,17.47705727,-374.65033,0,1
N,19.31740984,-73.42389518,0,1
N,24.32795792,-418.514981,0,0
P,3.414245773,-321.9161235,1,0
N,16.96320713,-397.0640198,0,0
M,15.19828287,-294.7683724,0,0
O,-14.29276761,383.8421394,0,1
M,16.55377364,-276.6086273,0,0
N,17.99124831,-148.5822281,0,1
P,29.24488305,-25.08160564,0,1
N,7.113938855,-59.29734897,0,0
N,28.93392424,-247.4315318,0,1
M,2.261206493,-158.1980401,0,1
P,17.45593582,-12.61738537,1,1
O,-19.47701152,-137.9573403,0,1
M,18.35715367,-189.0986752,0,0
O,-18.42340554,241.273261,0,0
M,7.197594906,106.8303548,0,0
P,3.961907914,-52.33113375,1,0
O,-9.445318008,199.9148921,0,1
O,-3.696846633,311.5700048,0,0
O,-17.08698465,270.3820871,0,1
O,-11.74169947,152.580799,0,1
P,1.126377596,93.34226411,0,1
P,29.00726785,-103.5724815,1,0
O,-24.20557071,215.993532,0,1
N,21.8236516,-336.2484092,0,1
O,-13.85922739,107.0431022,0,0
M,25.96293399,-194.143247,0,1
M,15.86053069,-165.3190858,0,1
O,-7.383340509,90.76736334,0,1
N,12.51342278,-152.1663359,0,0
M,3.609579497,-144.2096843,0,1
M,-12.45168885,92.27326461,0,1
O,-15.62119098,205.9455846,0,0
M,19.20767574,-270.4769672,0,1
M,16.29283158,-418.482854,0,1
P,24.1465378,-406.4344992,1,1
N,12.80082366,-229.235912,0,0
P,-3.669515469,-211.3907326,1,0
N,43.19885332,-483.8655705,0,1
O,-5.188527254,243.3389648,0,0
O,-11.23171109,279.4592372,0,1
N,5.088941396,-405.2546555,0,0
M,0.908495558,-163.2800686,0,1
P,-48.00268773,-93.3356957,1,1
N,12.73342859,-319.9946746,0,1
N,29.78867664,-316.7062601,0,1
P,82.44278628,-140.7960586,1,0
O,-15.25485334,345.6664549,0,0
P,3.986340243,26.9170727,0,0
N,31.38770745,-363.8546425,0,1
O,-20.75471712,471.5261044,0,0
N,31.96756936,-292.1859626,0,0
M,2.75825044,-34.5591646,0,1
M,8.911207447,-360.1383588,0,0
P,33.91249392,11.42039155,1,1
M,11.24102404,-232.8985371,0,0
P,58.9860127,37.79760354,1,0
P,-17.43411401,-208.3808242,0,0
M,35.00798203,-213.6032501,0,1
M,-3.785575906,-398.1389712,0,0
O,-26.16158135,-45.40278201,0,0
O,-23.95942301,220.4910042,0,1
P,42.90896919,-215.9047451,1,1
M,15.54911005,-678.9217169,0,1
N,36.47800717,-215.9108138,0,0
M,9.960603217,15.56746763,0,0
P,39.0734381,-393.6014408,1,0
P,16.38867887,-115.4572942,0,0
M,22.03838372,-342.1948995,1,1
P,9.630427252,-28.4341867,1,0
M,28.19762078,-418.7706314,0,1
O,-18.63351652,353.5734205,1,0
N,18.38947488,-450.7731608,0,1
N,35.76266696,-460.6867108,0,0
O,-13.49037573,308.7944149,0,0
N,18.30437655,-454.2829321,0,0
O,-21.23730382,90.10448691,0,0
M,10.18374656,-454.1113341,0,0
N,23.98995799,-445.4204417,0,1
N,7.824276166,-321.2360536,0,0
M,14.2280633,-256.7481289,0,0
N,7.626290181,-282.4482069,0,0
N,23.29156436,-320.2911582,0,1
P,28.39086925,-106.2075034,1,0
O,-8.434896378,46.62861923,0,0
N,30.97828954,-330.4290857,0,0
M,23.82675682,-425.3409902,0,1
M,27.29784951,-102.9670881,0,0
P,19.79862897,-20.07474018,1,1
N,31.62249974,-560.3510993,0,1
O,11.23620104,407.522967,0,1
P,10.1859046,-88.07229756,1,1
P,-6.883060154,-171.3046034,1,1
O,-25.88978424,-124.1573061,0,0
N,2.800764217,-454.832045,0,1
O,-11.521846,293.2153764,0,0
N,4.778166213,-299.4287802,0,0
P,20.17049611,22.06927047,1,0
P,-3.486234777,21.04920334,0,1
O,1.493034101,546.7850916,0,1
P,15.36095543,15.25507824,1,1
M,2.091650785,-245.5265008,0,0
P,-28.0419671,-371.3771964,1,1
O,-26.92246266,113.4599602,0,0
N,19.11855024,-319.005405,0,1
P,-13.66208215,122.74791,1,1
O,-15.52927967,183.3296073,0,1
M,13.28802684,-263.8947454,0,1
P,11.27160387,31.90563963,1,1
M,10.08430724,-424.5517385,0,0
N,27.1364389,-558.3343106,0,1
P,17.93979401,-70.54194136,1,1
N,28.09169896,-194.048738,0,1
O,-15.45385957,296.2914949,0,0
O,10.05742379,235.6362692,0,0
O,-20.94435125,201.9247412,0,1
M,16.81142341,-256.9781894,0,1
N,9.675380881,-169.1671792,0,1
O,0.572037779,200.7584845,0,0
P,48.1831291,-34.37426777,1,0
P,10.45624941,-122.080334,1,0
N,34.16637745,-233.4286467,0,1
M,25.7883512,-165.1933175,0,0
N,51.54996448,-409.053455,0,1
P,27.35015535,19.79758843,1,0
M,25.571891,-407.9950472,0,0
N,38.47626844,-504.152018,0,0
N,13.69024775,-170.8648788,0,0
N,31.23741738,-364.3365448,0,0
